NRO_ORDEN;FECHA_ORDEN;FECHA_RECEP;NRO_RUC;NOMBRE_PROVEEDOR;PRODUCTO;UNIDAD_DE_MEDIDA;CANTIDAD;PRECIO_UNITARIO;PRECIO_TOTAL;CATEGORIA;DEPENDENCIA
144;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_DOçA_QUE_REGRESAMOS:_REPORTES_FUTUROS_DESPUES_DE_LA_PANDEMIA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EQUILIBRIO_EMOCIONAL_EN_LAS_ORGANIZACIONES:_UN_ENFOQUE_HOLOçSTICO;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ANIMALARIO_DEL_PEROö:_DE_LA_A_A_LA_Z_EN_VERSOS_DE_N_POETA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_ALUMNO_DEL_CENTRO_Y_OTROS_RELATOS;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_JUANES_PARA_SAN_JUAN;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_RAYO_VUELVE_A_CASA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_¬øCOMO_ERA_YO_CUANDO_ERA_UN_BEBE?;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_POLLITO_QUE_PERDIO_SUS_PLUMAS;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_HERMANA_Y_HERMANO;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LA_MEDIA_MONSTRUOSA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_BREVE_HISTORIA_GENERAL¬†DE_LOS_PERUANOS¬†;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ERRORES_QUE_MATAN_EL_AMOR;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
145;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ANIMALES_DE_MI_PEROö;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
264;5/11/2021;2/12/2021;20134944871;SAN_CRISTOBAL_LIBROS_S.A.C.;LIBRO_ESTRATEGIAS_NEUROMATEMOÅTICAS_PARA_LA_APLICACION_EN_LA_VIDA_DIARIA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
267;9/11/2021;7/12/2021;20608191781;LANCOM_SOCIEDAD_ANONIMA_CERRADA;LIBRO_AVES_SIN_NIDO;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
267;9/11/2021;7/12/2021;20608191781;LANCOM_SOCIEDAD_ANONIMA_CERRADA;LIBRO_TODO_QUEDA_EN_CASA;UNIDAD;2;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
249;15/10/2021;;20535555860;CORPORACION_CANESPA_SAC;LIBRO_RELATOS_PERUANOS_DE_LA_COSTA_LA_SIERRA_Y_LA_SELVA;UNIDAD;3;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
215;5/08/2021;29/10/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_ELEMENTOS_DE_GRAMATICA_ESPAOëOLA;UNIDAD;;15;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
249;15/10/2021;24/11/2021;20535555860;CORPORACION_CANESPA_SAC;LIBRO_EL_JOVEN_QUE_SABOçA_TODO_SOBRE_EL_AMOR;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
251;15/10/2021;3/11/2021;20112949101;FUNDACION_DEL_LIBRO_UNIVERSITARIO-LIBUN;LIBRO_CASUALIDADES_DE_UN_PAGANO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
255;15/10/2021;29/10/2021;20102010559;LIBRERIA_DEL_VIRREY_S.A.C;LIBRO_PROYECTO_CRONOLIGHT:_LA_OöLTIMA_ESPERANZA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
255;15/10/2021;29/10/2021;20102010559;LIBRERIA_DEL_VIRREY_S.A.C;LIBRO_ENSAYOS_ACERCA_DE_LA_FELICIDAD;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
257;15/10/2021;3/11/2021;20376212859;V_&_D_DISTRIBUIDORES_SOCIEDAD_ANONIMA_CERRADA;LIBRO_EN_LA_SELVA_QUE_HAY_DETROÅS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
257;15/10/2021;3/11/2021;20376212859;V_&_D_DISTRIBUIDORES_SOCIEDAD_ANONIMA_CERRADA;LIBRO_EN_EL_MAR_QUE_HAY_DETROÅS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_DESIERTOS:_MUESTRA_POETICA_DE_LIMA_SUR;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_EL_MAR_NO_CESA:_MUESTRA_DE_POESOçA_PERUANA;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_TARDES_DE_OTOOëO:_OPUS_EST_POESOçA_COMPLETA_(1965-2016)_TOMO_3;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_NOCHES_DE_INVIERNO_OPUS_EST_POESIA_COMPLETA_(1965-2016)_TOMO_4;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_MAOëANA_DE_PRIMAVERA:OPUS_EST_POESOçA_COMPLETA(1965-2016)_TOMO_1;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_MEDIODIAS_DEL_VERANO_OPUS_EST_POESOç_COMPLETA(1965-2016)_TOMO_2;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
124;8/06/2021;21/06/2021;20600622502;CIRCULO_EDITORIAL_SAC;LIBRO_ULTIMA_ESTACION;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
126;8/06/2021;9/08/2021;20545326877;DISTRIBUIDORA_DE_LIBROS_HERALDOS_NEGROS_S.A.C;LIBRO_ESTADOçSTICA_BOÅSICA_PARA_LOS_NEGOCIOS;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
126;8/06/2021;;20545326877;DISTRIBUIDORA_DE_LIBROS_HERALDOS_NEGROS_S.A.C;LIBRO_LURUCHA;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
131;8/06/2021;30/06/2021;20308497951;EDITORIAL_OCEANO_PERUANA_S.A.;LIBRO_¬°OH!_UN_LIBRO_QUE_HACE_RUIDO;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
131;8/06/2021;30/06/2021;20308497951;EDITORIAL_OCEANO_PERUANA_S.A.;LIBRO_SABOR_A_INSECTO;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
140;8/06/2021;25/06/2021;20603147414;GATO_VIEJO_PRODUCCION_EDITORIAL_S.A.C.;LIBRO_PEQUEOëOS_CONSTRUCTORES_DE_EXITO_Y_FELICIDAD;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_DIDACTICA_DE_LA_LITERATURA;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EMMA;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_APRENDIZAJE_AUTOMOÅTICO:_ANOÅLISIS_PARA_LA_MINEROçA_DE_DATOS_Y_BIG_DATA;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_PROÅCTICAS_Y_EXOÅMENES_RESUELTOS_DE_ESTOÅTICA_PARA_INGENIEROS_CIVILES;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_23_ENSAYOS_HISTORICOS;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ANTROPOLOGOçA_ANDINA_MUSUQ_YACHAY;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_APUNTES_METODOLOGICOS_DE_INVESTIGACION_EN_LA_CIENCIA_DE_LA_COMUNICACION;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
144;8/06/2021;4/08/2021;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_EL_AREQUIPEOëISMO:APROXIMACION_A_UN_CASO_DE_ESTUDIO_DE_IDENTIDAD_E_IMAGINARIO_URBANO;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
189;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_LUIS_BRAILLE:_LA_LUZ_EN_LOS_DEDOS;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
206;5/08/2021;29/10/2021;20545326877;DISTRIBUIDORA_DE_LIBROS_HERALDOS_NEGROS_S.A.C;LIBRO_CRONICAS_DEL_ARGONAUTA_CIEGO;UNIDAD;;45;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
181;4/08/2021;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CAZADORES_DE_SOMBRAS:_RENACIMIENTO_1;UNIDAD;;90;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;DIRECCION_DE_GESTION_DE_LAS_COLECCIONES
99;10/08/2020;14/08/2020;20551356656;FERRETERIA_COMERCIAL_UNO_S.A.C._-_FERRETCOM_S.A.C.;ACEITE_PARA_MOTOR_DE_DOS_TIEMPOS_2%_X_100_mL;UNIDAD;20;4.5;90;GERENCIA_PERMANENTE;OFICINA_DE_ADMINISTRACION
85;27/06/2020;7/07/2020;20605449094;MERCHANDISING_PORTATIL_E.I.R.L.;TARJETA_BLANCA_DE_PVC;UNIDAD;100;0.9;90;GESTION_DE_LOS_RECURSOS_HUMANOS;OFICINA_DE_ADMINISTRACION
43;2/03/2020;3/03/2020;20602793053;SOLUCIONES_TECNOLOGICAS_S&A_EIRL;CANALETA_DE_PVC_DE_2_1/2_in_X_2.25_m;UNIDAD;10;9;90;GERENCIA_PERMANENTE;OFICINA_DE_TECNOLOGIA_DE_LA_INFORMACION_Y_ESTADISTICA
30;10/03/2021;16/03/2021;10072615005;SUSANIBAR_PLAZA_FERNANDO;LETRERO_DE_VINIL_FOTOLUMINISCENTE_15_cm_DE_DIOÅMETRO;UNIDAD;;15;90;ACTUALIZACION_DE_PLANOS_DE_SEOëALIZACION_Y_EVACUACION_EN_LAS_SEDES_DE_LA_BNP;
175;13/10/2020;;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_ANHELOS_IMPERFECTOS;UNIDAD;;15;90;DESARROLLO_DE_COLECCIONES;
178;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_TOQUE_CORTO:_ANTOLOGOçA_DE_MICROCUENTOS;UNIDAD;;15;90;DESARROLLO_DE_COLECCIONES;
178;15/10/2020;18/12/2020;20298841615;LENGUAJE_Y_COMERCIO_S.R.LTDA.;LIBRO_CHURITO_Y_OTROS_CUENTOS_DEL_ARCOOçRIS;UNIDAD;;30;90;DESARROLLO_DE_COLECCIONES;
327;28/12/2021;30/12/2021;20503318734;CORPORACION_JUNELY_E.I.R.L.;PEGAMENTO_PARA_CERAMICO_X_25_KG;UNIDAD;2;45;90;GESTION_DE_LA_INFRAESTRUCTURA_Y_SERVICIOS_GENERALES;
53;7/05/2021;25/06/2021;20559304736;ALETHEYA_E.I.R.L.;LIBRO_DELIBAB;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
55;7/05/2021;29/10/2021;20454870914;CASCAHUESOS_EDITORES_S.A.C.;LIBRO_BAJO_LA_LLUVIA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
55;7/05/2021;29/10/2021;20454870914;CASCAHUESOS_EDITORES_S.A.C.;LIBRO_VOLUPTAS_MYSTICA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_CRISTA_Y_EL_REINO_DE_LOS_SUEOëOS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_REQUIEM_POR_LIMA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_EL_BOSQUE_DE_LOS_SENTIDOS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_ANDES_FANTOÅSTICOS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_ASTEROIDES;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_EL_PERFIL_DE_LA_NOCHE;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_HAMLET_EN_EL_PEROö;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_REQUIEM_POR_LUROçN;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
58;7/05/2021;24/05/2021;20518160134;EDICIONES_ALTAZOR_S.R.L.;LIBRO_TRECE_VECES_SARAH;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
59;7/05/2021;8/07/2021;20604840989;EDICIONES_CONDORPASA_E.I.R.L;LIBRO_CRONICA_DEL_PRIMER_AMOR;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
59;7/05/2021;8/07/2021;20604840989;EDICIONES_CONDORPASA_E.I.R.L;LIBRO_GRITO_AZUL_DEL_SILENCIO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
61;7/05/2021;20/05/2021;20602915647;EDICIONES_ROCINANTE_E._I._R._L.;LIBRO_FOÅBULAS_DE_ABUELA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
61;7/05/2021;20/05/2021;20602915647;EDICIONES_ROCINANTE_E._I._R._L.;LIBRO_MALVA_Y_LA_NEGRA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
61;7/05/2021;20/05/2021;20602915647;EDICIONES_ROCINANTE_E._I._R._L.;LIBRO_EL_RETORNO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
67;7/05/2021;31/05/2021;20260100808;EDITORIAL_SAN_MARCOS_E_I_R_LTDA;LIBRO_EL_PEQUEOëO_REYECITO_ANDALUZ;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_ANITA_VE_DRAGONES;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_YO_CREO_QUE_MI_PAPA_LE_TEME_A_LA_OSCURIDAD;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_EL_ZORRO_Y_EL_CONEJO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_CHOCO_ENCUENTRA_UNA_MAMOÅ;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_MI_MAMOÅ_ES_MOÅGICA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_¬øDONDE_ESTOÅ_MI_HUEVO?;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
68;7/05/2021;24/05/2021;20510347243;EDUCATIVA_S.A.C;LIBRO_LOS_SECRETOS_DEL_ABUELO_SAPO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
69;7/05/2021;20/05/2021;20552853904;ESTACION_LA_CULTURA_SAC;LIBRO_LA_PIEDRA_EN_EL_AGUA;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
69;7/05/2021;20/05/2021;20552853904;ESTACION_LA_CULTURA_SAC;LIBRO_NOSOTROS_QUE_VAMOS_LIGEROS;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
69;7/05/2021;20/05/2021;20552853904;ESTACION_LA_CULTURA_SAC;LIBRO_EL_INMENSO_DESVOçO;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
69;7/05/2021;20/05/2021;20552853904;ESTACION_LA_CULTURA_SAC;LIBRO_EL_LABERINTO_DEL_ZAR;UNIDAD;;30;90;GESTION_DEL_MATERIAL_BIBLIOGRAFICO_DOCUMENTAL_ADQUIRIDO_POR_COMPRA;
